item_id,title,description,category,subcategory,brand,price,quality_score,popularity_score,is_cold_start,created_at
item_000390,BrainBoost Deluxe Action Figure,Experience excellence with BrainBoost Deluxe Action Figure. Premium toys & games choice.,Toys & Games,Action Figures,BrainBoost,32.63,0.7755,0.1600,false,2026-02-03T04:38:34.053872+00:00
item_000391,SpiceTrail Modern Spice,SpiceTrail Modern Spice delivers outstanding performance in spices.,Grocery & Gourmet Food,Spices,SpiceTrail,92.84,1.0000,0.0363,false,2026-01-30T15:38:20.733377+00:00
item_000392,BrainBoost Essential Action Figure,BrainBoost Essential Action Figure — high-quality action figures for toys & games enthusiasts.,Toys & Games,Action Figures,BrainBoost,178.20,0.5944,0.0660,false,2026-02-03T04:53:33.210375+00:00
item_000393,EcoFresh Ultra Air Quality,EcoFresh Ultra Air Quality — high-quality air quality for health & household enthusiasts.,Health & Household,Air Quality,EcoFresh,39.77,0.8741,0.1470,false,2026-02-04T04:27:51.316634+00:00
item_000394,PeakAscent Everyday Yoga,Experience excellence with PeakAscent Everyday Yoga. Premium sports & outdoors choice.,Sports & Outdoors,Yoga,PeakAscent,13.01,0.6420,0.3652,false,2026-02-14T15:25:50.908551+00:00
item_000395,GlowLab Compact Skincare,Top-rated skincare product from GlowLab. Ideal for daily use.,Beauty & Personal Care,Skincare,GlowLab,62.34,0.5096,0.1056,false,2026-01-02T01:52:16.598836+00:00
item_000396,EleganceWear Eco Women's Dresse,EleganceWear Eco Women's Dresse delivers outstanding performance in women's dresses.,Clothing,Women's Dresses,EleganceWear,216.75,0.8999,0.5160,false,2026-01-07T03:14:55.340731+00:00
item_000397,ChefElite Eco Bedding,ChefElite Eco Bedding delivers outstanding performance in bedding.,Home & Kitchen,Bedding,ChefElite,339.49,0.7692,0.4142,false,2026-02-11T05:59:54.304896+00:00
item_000398,AtlasBooks Compact Comic,Top-rated comics product from AtlasBooks. Ideal for daily use.,Books,Comics,AtlasBooks,8.93,0.4876,0.2274,false,2026-01-28T02:51:36.860254+00:00
item_000399,SpiceTrail Ultra Spice,"Discover SpiceTrail Ultra Spice, the perfect spices solution.",Grocery & Gourmet Food,Spices,SpiceTrail,64.10,0.7559,0.6375,false,2026-01-25T12:25:42.099076+00:00
item_000400,EleganceWear Everyday Women's Dresse,Experience excellence with EleganceWear Everyday Women's Dresse. Premium clothing choice.,Clothing,Women's Dresses,EleganceWear,179.25,0.8138,0.0647,false,2026-02-16T11:03:08.832456+00:00
item_000401,EcoFresh Essential Air Quality,EcoFresh Essential Air Quality delivers outstanding performance in air quality.,Health & Household,Air Quality,EcoFresh,26.59,0.6256,0.0895,false,2026-02-28T20:08:34.127350+00:00
item_000402,PeakAscent Classic Yoga,PeakAscent Classic Yoga delivers outstanding performance in yoga.,Sports & Outdoors,Yoga,PeakAscent,570.76,0.6680,0.1361,false,2026-02-13T21:41:12.068463+00:00
item_000403,GlowLab Essential Skincare,Experience excellence with GlowLab Essential Skincare. Premium beauty & personal care choice.,Beauty & Personal Care,Skincare,GlowLab,82.59,0.6008,0.2510,false,2026-01-22T22:18:41.308684+00:00
item_000404,DriveSafe Deluxe Oils & Fluid,Experience excellence with DriveSafe Deluxe Oils & Fluid. Premium automotive choice.,Automotive,Oils & Fluids,DriveSafe,260.04,0.7853,0.0454,false,2026-01-04T03:31:44.840539+00:00
item_000405,PeakAscent Everyday Yoga,Top-rated yoga product from PeakAscent. Ideal for daily use.,Sports & Outdoors,Yoga,PeakAscent,165.75,0.8469,0.0986,false,2026-01-30T06:16:45.935117+00:00
item_000406,DriveSafe Essential Oils & Fluid,"Discover DriveSafe Essential Oils & Fluid, the perfect oils & fluids solution.",Automotive,Oils & Fluids,DriveSafe,161.88,0.8127,0.1170,false,2026-01-20T11:07:32.153149+00:00
item_000407,ChefElite Professional Bedding,ChefElite Professional Bedding — high-quality bedding for home & kitchen enthusiasts.,Home & Kitchen,Bedding,ChefElite,653.59,0.7787,0.0400,false,2026-01-30T11:23:43.434189+00:00
item_000408,SpiceTrail Ultra Spice,Experience excellence with SpiceTrail Ultra Spice. Premium grocery & gourmet food choice.,Grocery & Gourmet Food,Spices,SpiceTrail,83.03,0.8365,0.4259,false,2026-02-24T19:28:26.677177+00:00
item_000409,DriveSafe Everyday Oils & Fluid,Experience excellence with DriveSafe Everyday Oils & Fluid. Premium automotive choice.,Automotive,Oils & Fluids,DriveSafe,337.30,0.6499,0.5886,false,2026-02-09T09:58:47.095375+00:00
item_000410,TechPro Modern Smartphone,TechPro Modern Smartphone — high-quality smartphones for electronics enthusiasts.,Electronics,Smartphones,TechPro,2099.10,0.6698,0.3389,false,2026-02-22T18:08:38.867502+00:00
item_000411,EcoFresh Compact Air Quality,"Discover EcoFresh Compact Air Quality, the perfect air quality solution.",Health & Household,Air Quality,EcoFresh,6.90,0.7103,0.2868,false,2026-01-06T04:21:38.217144+00:00
item_000412,EleganceWear Professional Women's Dresse,"Discover EleganceWear Professional Women's Dresse, the perfect women's dresses solution.",Clothing,Women's Dresses,EleganceWear,265.69,0.7263,0.0900,false,2026-02-20T14:27:29.013114+00:00
item_000413,EleganceWear Compact Women's Dresse,Top-rated women's dresses product from EleganceWear. Ideal for daily use.,Clothing,Women's Dresses,EleganceWear,25.88,0.8951,0.2941,false,2026-01-14T18:08:47.611619+00:00
item_000414,ChefElite Deluxe Bedding,ChefElite Deluxe Bedding — high-quality bedding for home & kitchen enthusiasts.,Home & Kitchen,Bedding,ChefElite,90.65,0.5965,0.3775,false,2026-01-13T21:48:58.556582+00:00
item_000415,PeakAscent Essential Yoga,Experience excellence with PeakAscent Essential Yoga. Premium sports & outdoors choice.,Sports & Outdoors,Yoga,PeakAscent,481.58,0.5157,0.0986,false,2026-01-26T01:13:19.596302+00:00
item_000416,SpiceTrail Ultra Spice,Experience excellence with SpiceTrail Ultra Spice. Premium grocery & gourmet food choice.,Grocery & Gourmet Food,Spices,SpiceTrail,59.15,0.4221,0.3095,false,2026-01-23T14:18:15.326708+00:00
item_000417,ChefElite Everyday Bedding,ChefElite Everyday Bedding — high-quality bedding for home & kitchen enthusiasts.,Home & Kitchen,Bedding,ChefElite,238.79,0.5076,0.0521,false,2026-01-14T10:57:22.592324+00:00
item_000418,EleganceWear Everyday Women's Dresse,EleganceWear Everyday Women's Dresse — high-quality women's dresses for clothing enthusiasts.,Clothing,Women's Dresses,EleganceWear,179.39,0.5835,0.0457,false,2026-01-05T08:01:10.218705+00:00
item_000419,TechPro Premium Smartphone,Top-rated smartphones product from TechPro. Ideal for daily use.,Electronics,Smartphones,TechPro,561.80,0.6889,0.2949,false,2026-01-16T00:14:47.452422+00:00
item_000420,DriveSafe Classic Oils & Fluid,Experience excellence with DriveSafe Classic Oils & Fluid. Premium automotive choice.,Automotive,Oils & Fluids,DriveSafe,193.72,1.0000,0.3269,false,2026-02-04T11:22:13.078908+00:00
item_000421,BrainBoost Compact Action Figure,Top-rated action figures product from BrainBoost. Ideal for daily use.,Toys & Games,Action Figures,BrainBoost,174.31,0.5336,0.1487,false,2026-02-09T04:37:05.829280+00:00
item_000422,SpiceTrail Compact Spice,Experience excellence with SpiceTrail Compact Spice. Premium grocery & gourmet food choice.,Grocery & Gourmet Food,Spices,SpiceTrail,55.50,0.6000,0.5047,false,2026-02-11T16:29:10.479626+00:00
item_000423,EcoFresh Modern Air Quality,EcoFresh Modern Air Quality delivers outstanding performance in air quality.,Health & Household,Air Quality,EcoFresh,15.28,0.4634,0.2318,false,2026-01-05T22:36:13.341526+00:00
item_000424,ChefElite Premium Bedding,Experience excellence with ChefElite Premium Bedding. Premium home & kitchen choice.,Home & Kitchen,Bedding,ChefElite,500.56,0.4395,0.1375,false,2026-02-01T16:14:27.017835+00:00
item_000425,GlowLab Premium Skincare,Top-rated skincare product from GlowLab. Ideal for daily use.,Beauty & Personal Care,Skincare,GlowLab,29.58,0.7888,0.3270,false,2026-01-26T14:59:10.846460+00:00
item_000426,SpiceTrail Premium Spice,Experience excellence with SpiceTrail Premium Spice. Premium grocery & gourmet food choice.,Grocery & Gourmet Food,Spices,SpiceTrail,23.14,0.8142,0.4074,false,2026-01-23T17:18:06.115896+00:00
item_000427,BrainBoost Professional Action Figure,Experience excellence with BrainBoost Professional Action Figure. Premium toys & games choice.,Toys & Games,Action Figures,BrainBoost,193.30,0.8129,0.2262,false,2026-01-08T14:29:06.501540+00:00
item_000428,EcoFresh Eco Air Quality,EcoFresh Eco Air Quality delivers outstanding performance in air quality.,Health & Household,Air Quality,EcoFresh,28.99,0.5054,0.3719,false,2026-01-09T19:48:48.702846+00:00
item_000429,AtlasBooks Professional Comic,AtlasBooks Professional Comic delivers outstanding performance in comics.,Books,Comics,AtlasBooks,68.40,0.4924,0.0943,false,2026-01-25T13:11:38.212387+00:00
item_000430,TechPro Classic Smartphone,TechPro Classic Smartphone delivers outstanding performance in smartphones.,Electronics,Smartphones,TechPro,763.74,0.9563,0.3282,false,2026-01-30T00:35:43.790599+00:00
item_000431,DriveSafe Essential Oils & Fluid,DriveSafe Essential Oils & Fluid — high-quality oils & fluids for automotive enthusiasts.,Automotive,Oils & Fluids,DriveSafe,379.00,0.9662,0.2715,false,2026-02-16T05:19:04.386935+00:00
item_000432,BrainBoost Everyday Action Figure,BrainBoost Everyday Action Figure delivers outstanding performance in action figures.,Toys & Games,Action Figures,BrainBoost,119.31,0.9151,0.1533,false,2026-01-19T23:58:06.900962+00:00
item_000433,EleganceWear Essential Women's Dresse,"Discover EleganceWear Essential Women's Dresse, the perfect women's dresses solution.",Clothing,Women's Dresses,EleganceWear,24.84,0.9029,0.0467,false,2026-01-28T20:17:29.117972+00:00
item_000434,EcoFresh Compact Air Quality,EcoFresh Compact Air Quality delivers outstanding performance in air quality.,Health & Household,Air Quality,EcoFresh,76.85,0.7552,0.4177,false,2026-02-02T19:28:57.848465+00:00
item_000435,PeakAscent Premium Yoga,PeakAscent Premium Yoga — high-quality yoga for sports & outdoors enthusiasts.,Sports & Outdoors,Yoga,PeakAscent,274.39,0.9174,0.1012,false,2026-02-17T14:29:43.886528+00:00
item_000436,EcoFresh Ultra Air Quality,Experience excellence with EcoFresh Ultra Air Quality. Premium health & household choice.,Health & Household,Air Quality,EcoFresh,16.90,0.7365,0.3935,false,2026-01-17T07:16:33.118335+00:00
item_000437,EcoFresh Professional Air Quality,"Discover EcoFresh Professional Air Quality, the perfect air quality solution.",Health & Household,Air Quality,EcoFresh,32.62,0.9177,0.2972,false,2026-01-01T20:22:44.858866+00:00
item_000438,EcoFresh Modern Air Quality,EcoFresh Modern Air Quality delivers outstanding performance in air quality.,Health & Household,Air Quality,EcoFresh,57.45,0.6870,0.1347,false,2026-02-01T11:08:26.575367+00:00
item_000439,DriveSafe Eco Oils & Fluid,Experience excellence with DriveSafe Eco Oils & Fluid. Premium automotive choice.,Automotive,Oils & Fluids,DriveSafe,448.93,0.8064,0.1183,false,2026-01-22T04:08:55.136974+00:00
item_000440,ChefElite Premium Bedding,Top-rated bedding product from ChefElite. Ideal for daily use.,Home & Kitchen,Bedding,ChefElite,108.59,0.4614,0.3628,false,2026-01-20T05:45:41.788119+00:00
item_000441,PeakAscent Modern Yoga,Top-rated yoga product from PeakAscent. Ideal for daily use.,Sports & Outdoors,Yoga,PeakAscent,16.28,1.0000,0.2690,false,2026-01-23T00:03:39.171273+00:00
item_000442,BrainBoost Modern Action Figure,BrainBoost Modern Action Figure delivers outstanding performance in action figures.,Toys & Games,Action Figures,BrainBoost,27.16,0.6904,0.1607,false,2026-01-19T03:59:14.954893+00:00
item_000443,GlowLab Modern Skincare,GlowLab Modern Skincare delivers outstanding performance in skincare.,Beauty & Personal Care,Skincare,GlowLab,134.38,0.3573,0.1831,false,2026-02-01T10:22:06.115649+00:00
item_000444,DriveSafe Professional Oils & Fluid,DriveSafe Professional Oils & Fluid delivers outstanding performance in oils & fluids.,Automotive,Oils & Fluids,DriveSafe,101.36,0.5642,0.0466,false,2026-02-18T18:44:49.937188+00:00
item_000445,DriveSafe Professional Oils & Fluid,DriveSafe Professional Oils & Fluid — high-quality oils & fluids for automotive enthusiasts.,Automotive,Oils & Fluids,DriveSafe,206.65,0.6440,0.1362,false,2026-01-11T05:52:23.411504+00:00
item_000446,BrainBoost Ultra Action Figure,Top-rated action figures product from BrainBoost. Ideal for daily use.,Toys & Games,Action Figures,BrainBoost,11.76,0.3969,0.1348,false,2026-01-31T21:05:47.500145+00:00
item_000447,AtlasBooks Ultra Comic,"Discover AtlasBooks Ultra Comic, the perfect comics solution.",Books,Comics,AtlasBooks,72.94,0.7479,0.1020,false,2026-02-02T06:42:30.397163+00:00
item_000448,BrainBoost Modern Action Figure,Experience excellence with BrainBoost Modern Action Figure. Premium toys & games choice.,Toys & Games,Action Figures,BrainBoost,42.59,0.7314,0.2071,false,2026-02-10T16:22:55.099757+00:00
item_000449,PeakAscent Premium Yoga,Top-rated yoga product from PeakAscent. Ideal for daily use.,Sports & Outdoors,Yoga,PeakAscent,11.90,0.9059,0.1408,false,2026-01-28T21:21:07.964634+00:00
item_000450,PeakAscent Professional Yoga,PeakAscent Professional Yoga delivers outstanding performance in yoga.,Sports & Outdoors,Yoga,PeakAscent,59.96,0.7637,0.0205,false,2026-02-08T15:16:11.291816+00:00
item_000451,GlowLab Deluxe Skincare,Experience excellence with GlowLab Deluxe Skincare. Premium beauty & personal care choice.,Beauty & Personal Care,Skincare,GlowLab,43.27,0.7846,0.2324,false,2026-02-22T03:53:25.537235+00:00
item_000452,DriveSafe Compact Oils & Fluid,Top-rated oils & fluids product from DriveSafe. Ideal for daily use.,Automotive,Oils & Fluids,DriveSafe,418.88,0.8099,0.5254,false,2026-01-06T04:00:44.606647+00:00
item_000453,PeakAscent Premium Yoga,Experience excellence with PeakAscent Premium Yoga. Premium sports & outdoors choice.,Sports & Outdoors,Yoga,PeakAscent,213.83,0.7744,0.2786,false,2026-01-01T04:03:02.523997+00:00
item_000454,BrainBoost Professional Action Figure,Experience excellence with BrainBoost Professional Action Figure. Premium toys & games choice.,Toys & Games,Action Figures,BrainBoost,156.78,0.6946,0.1561,false,2026-01-23T00:00:47.810449+00:00
item_000455,EcoFresh Essential Air Quality,EcoFresh Essential Air Quality delivers outstanding performance in air quality.,Health & Household,Air Quality,EcoFresh,5.89,0.5580,0.4241,false,2026-01-28T10:58:08.192762+00:00
item_000456,BrainBoost Premium Action Figure,BrainBoost Premium Action Figure — high-quality action figures for toys & games enthusiasts.,Toys & Games,Action Figures,BrainBoost,113.27,0.6827,0.1193,false,2026-02-14T07:09:33.596977+00:00
item_000457,ChefElite Eco Bedding,Experience excellence with ChefElite Eco Bedding. Premium home & kitchen choice.,Home & Kitchen,Bedding,ChefElite,158.38,0.4505,0.3538,false,2026-02-27T03:02:02.524450+00:00
item_000458,AtlasBooks Essential Comic,AtlasBooks Essential Comic delivers outstanding performance in comics.,Books,Comics,AtlasBooks,76.78,0.7941,0.3308,false,2026-02-21T18:45:44.530164+00:00
item_000459,PeakAscent Classic Yoga,Experience excellence with PeakAscent Classic Yoga. Premium sports & outdoors choice.,Sports & Outdoors,Yoga,PeakAscent,48.47,0.6865,0.2215,false,2026-02-14T14:50:26.891236+00:00
item_000460,PeakAscent Eco Yoga,Top-rated yoga product from PeakAscent. Ideal for daily use.,Sports & Outdoors,Yoga,PeakAscent,252.25,0.8375,0.1907,false,2026-01-06T17:21:11.309375+00:00
item_000461,DriveSafe Ultra Oils & Fluid,Experience excellence with DriveSafe Ultra Oils & Fluid. Premium automotive choice.,Automotive,Oils & Fluids,DriveSafe,21.06,0.5364,0.0868,false,2026-02-09T09:51:56.086501+00:00
item_000462,SpiceTrail Everyday Spice,Experience excellence with SpiceTrail Everyday Spice. Premium grocery & gourmet food choice.,Grocery & Gourmet Food,Spices,SpiceTrail,13.91,0.6971,0.0786,false,2026-02-27T21:13:34.669200+00:00
item_000463,SpiceTrail Eco Spice,SpiceTrail Eco Spice delivers outstanding performance in spices.,Grocery & Gourmet Food,Spices,SpiceTrail,39.29,0.5843,0.4880,false,2026-01-14T18:51:53.586805+00:00
item_000464,PeakAscent Classic Yoga,PeakAscent Classic Yoga — high-quality yoga for sports & outdoors enthusiasts.,Sports & Outdoors,Yoga,PeakAscent,309.07,0.7944,0.2870,false,2026-02-27T15:50:58.460501+00:00
item_000465,BrainBoost Professional Action Figure,BrainBoost Professional Action Figure delivers outstanding performance in action figures.,Toys & Games,Action Figures,BrainBoost,96.53,0.8270,0.3457,false,2026-02-13T21:33:43.575864+00:00
item_000466,EleganceWear Modern Women's Dresse,Experience excellence with EleganceWear Modern Women's Dresse. Premium clothing choice.,Clothing,Women's Dresses,EleganceWear,215.63,0.6831,0.2418,false,2026-02-08T23:47:29.488782+00:00
item_000467,EleganceWear Eco Women's Dresse,EleganceWear Eco Women's Dresse delivers outstanding performance in women's dresses.,Clothing,Women's Dresses,EleganceWear,200.91,0.6035,0.2924,false,2026-02-03T05:52:24.742459+00:00
item_000468,TechPro Professional Smartphone,Top-rated smartphones product from TechPro. Ideal for daily use.,Electronics,Smartphones,TechPro,2130.24,0.8034,0.1452,false,2026-01-07T21:06:24.730229+00:00
item_000469,GlowLab Classic Skincare,Top-rated skincare product from GlowLab. Ideal for daily use.,Beauty & Personal Care,Skincare,GlowLab,37.93,0.9538,0.0410,false,2026-02-13T01:19:45.169974+00:00
item_000470,EcoFresh Everyday Air Quality,"Discover EcoFresh Everyday Air Quality, the perfect air quality solution.",Health & Household,Air Quality,EcoFresh,4.78,0.6123,0.4346,false,2026-02-15T04:28:28.172673+00:00
item_000471,PeakAscent Deluxe Yoga,Experience excellence with PeakAscent Deluxe Yoga. Premium sports & outdoors choice.,Sports & Outdoors,Yoga,PeakAscent,578.18,0.7366,0.1619,false,2026-01-26T00:51:41.727886+00:00
item_000472,TechPro Deluxe Smartphone,Experience excellence with TechPro Deluxe Smartphone. Premium electronics choice.,Electronics,Smartphones,TechPro,1786.49,0.9635,0.2180,false,2026-01-06T03:58:06.661354+00:00
item_000473,ChefElite Classic Bedding,Top-rated bedding product from ChefElite. Ideal for daily use.,Home & Kitchen,Bedding,ChefElite,747.07,0.8804,0.1859,false,2026-02-12T20:18:31.229445+00:00
item_000474,AtlasBooks Professional Comic,Top-rated comics product from AtlasBooks. Ideal for daily use.,Books,Comics,AtlasBooks,14.65,0.8842,0.1123,false,2026-01-13T06:30:34.251932+00:00
item_000475,BrainBoost Modern Action Figure,BrainBoost Modern Action Figure delivers outstanding performance in action figures.,Toys & Games,Action Figures,BrainBoost,124.07,0.8029,0.1113,false,2026-02-02T03:28:20.463585+00:00
item_000476,GlowLab Classic Skincare,Experience excellence with GlowLab Classic Skincare. Premium beauty & personal care choice.,Beauty & Personal Care,Skincare,GlowLab,35.52,0.4522,0.0472,false,2026-01-20T16:08:16.077962+00:00
item_000477,DriveSafe Compact Oils & Fluid,"Discover DriveSafe Compact Oils & Fluid, the perfect oils & fluids solution.",Automotive,Oils & Fluids,DriveSafe,210.60,0.8924,0.2853,false,2026-01-29T04:16:12.718252+00:00
item_000478,SpiceTrail Deluxe Spice,Top-rated spices product from SpiceTrail. Ideal for daily use.,Grocery & Gourmet Food,Spices,SpiceTrail,9.34,0.8988,0.4795,false,2026-01-26T01:04:58.515314+00:00
item_000479,SpiceTrail Premium Spice,Top-rated spices product from SpiceTrail. Ideal for daily use.,Grocery & Gourmet Food,Spices,SpiceTrail,51.13,0.8559,0.3961,false,2026-01-04T06:16:57.150393+00:00
item_000480,EcoFresh Premium Air Quality,EcoFresh Premium Air Quality — high-quality air quality for health & household enthusiasts.,Health & Household,Air Quality,EcoFresh,5.70,0.4836,0.1724,false,2026-01-04T14:23:32.383971+00:00
item_000481,AtlasBooks Deluxe Comic,AtlasBooks Deluxe Comic delivers outstanding performance in comics.,Books,Comics,AtlasBooks,5.83,1.0000,0.1570,false,2026-01-09T00:50:01.970409+00:00
item_000482,PeakAscent Premium Yoga,"Discover PeakAscent Premium Yoga, the perfect yoga solution.",Sports & Outdoors,Yoga,PeakAscent,467.48,0.7481,0.3662,false,2026-01-22T21:51:04.115473+00:00
item_000483,EcoFresh Ultra Air Quality,Top-rated air quality product from EcoFresh. Ideal for daily use.,Health & Household,Air Quality,EcoFresh,36.81,0.7205,0.2579,false,2026-02-14T21:48:32.826965+00:00
item_000484,EcoFresh Essential Air Quality,"Discover EcoFresh Essential Air Quality, the perfect air quality solution.",Health & Household,Air Quality,EcoFresh,67.98,0.6686,0.3267,false,2026-01-15T09:33:35.179624+00:00
item_000485,GlowLab Classic Skincare,"Discover GlowLab Classic Skincare, the perfect skincare solution.",Beauty & Personal Care,Skincare,GlowLab,108.87,0.4419,0.2476,false,2026-01-28T06:58:53.039285+00:00
item_000486,PeakAscent Ultra Yoga,Experience excellence with PeakAscent Ultra Yoga. Premium sports & outdoors choice.,Sports & Outdoors,Yoga,PeakAscent,532.43,0.5466,0.3644,false,2026-01-21T13:54:57.730497+00:00
item_000487,AtlasBooks Everyday Comic,Top-rated comics product from AtlasBooks. Ideal for daily use.,Books,Comics,AtlasBooks,56.64,0.8348,0.3204,false,2026-01-18T22:53:45.514601+00:00
item_000488,DriveSafe Everyday Oils & Fluid,Experience excellence with DriveSafe Everyday Oils & Fluid. Premium automotive choice.,Automotive,Oils & Fluids,DriveSafe,113.07,0.6236,0.2930,false,2026-02-23T03:57:01.186195+00:00
item_000489,DriveSafe Professional Oils & Fluid,"Discover DriveSafe Professional Oils & Fluid, the perfect oils & fluids solution.",Automotive,Oils & Fluids,DriveSafe,495.41,0.4913,0.1300,false,2026-01-26T06:26:37.639180+00:00
item_000490,EleganceWear Premium Women's Dresse,EleganceWear Premium Women's Dresse delivers outstanding performance in women's dresses.,Clothing,Women's Dresses,EleganceWear,11.52,0.5419,0.0910,false,2026-02-19T01:40:47.136534+00:00
item_000491,ChefElite Deluxe Bedding,Experience excellence with ChefElite Deluxe Bedding. Premium home & kitchen choice.,Home & Kitchen,Bedding,ChefElite,102.59,0.6305,0.1488,false,2026-01-18T08:43:55.430738+00:00
item_000492,TechPro Compact Smartphone,TechPro Compact Smartphone delivers outstanding performance in smartphones.,Electronics,Smartphones,TechPro,536.73,0.9330,0.1714,false,2026-02-09T20:18:08.942038+00:00
item_000493,PeakAscent Modern Yoga,PeakAscent Modern Yoga — high-quality yoga for sports & outdoors enthusiasts.,Sports & Outdoors,Yoga,PeakAscent,586.93,0.6227,0.0560,false,2026-02-09T22:38:52.189730+00:00
item_000494,BrainBoost Ultra Action Figure,BrainBoost Ultra Action Figure — high-quality action figures for toys & games enthusiasts.,Toys & Games,Action Figures,BrainBoost,87.46,0.7478,0.1835,false,2026-01-20T04:32:11.152282+00:00
item_000495,EcoFresh Compact Air Quality,Experience excellence with EcoFresh Compact Air Quality. Premium health & household choice.,Health & Household,Air Quality,EcoFresh,5.83,0.8912,0.0147,false,2026-02-10T17:45:51.326545+00:00
item_000496,BrainBoost Classic Action Figure,"Discover BrainBoost Classic Action Figure, the perfect action figures solution.",Toys & Games,Action Figures,BrainBoost,135.58,0.6695,0.0151,false,2026-02-06T08:22:06.212149+00:00
item_000497,GlowLab Everyday Skincare,GlowLab Everyday Skincare delivers outstanding performance in skincare.,Beauty & Personal Care,Skincare,GlowLab,46.68,0.7137,0.0812,false,2026-02-08T23:33:31.765395+00:00
item_000498,EleganceWear Ultra Women's Dresse,Top-rated women's dresses product from EleganceWear. Ideal for daily use.,Clothing,Women's Dresses,EleganceWear,170.95,0.9550,0.0466,false,2026-02-15T07:37:17.301984+00:00
item_000499,ChefElite Professional Bedding,ChefElite Professional Bedding — high-quality bedding for home & kitchen enthusiasts.,Home & Kitchen,Bedding,ChefElite,321.78,0.4907,0.3312,false,2026-01-30T09:34:35.530709+00:00
item_000500,GlowLab Premium Skincare,"Discover GlowLab Premium Skincare, the perfect skincare solution.",Beauty & Personal Care,Skincare,GlowLab,20.19,0.5163,0.2975,false,2026-01-21T11:28:10.915061+00:00
